Nama Akun,Ulasan
Anggraeni,Coverage-nya high. Awet seharian ğŸ’„. Cocok buat bibir gelap. Aplikator mudah dipakai. Gampang dibawa-bawa. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ğŸ™. Packaging rapi. Respon penjualnya top.
M***y,M***y
Gatut,cepat sampai
I***n,"Belanja kesekian kalinya, puas sama pelayanannya, barang ok, pengiriman cepat banget, kiri: make over titis sapoetra senna, kanan : lip mate color hynose adore, thank's ğŸ¥°"
Tetty,mantap
M***e,"Packing rapih banget, respon cepat, warna sesuai gambar... Tks"
A***m,"udah sampe kak, semoga cocok di aku, pengiriman cepet , makasih kak ğŸ˜Š"
I***k,"selalu puas belanja disini. fast respon n gercep, pengiriman juga cepat. thx seller"
Ira,keren! ada magnet di packagingnya
D***n,"Kualitas lipstiknya bagus. Shade 01 dan 11 dua-duanya cocok di kulit light/medium saya. Pengirimannya juga kilat, sehari langsung sampai. Terimakasih, Make Over Official Store, atas pengalaman belanja yang menyenangkan."
A***a,"Produk baik, bubble wrapnya super tebel. Thanks Makeover, Tokped and kurir"
sistrie,lipstik nya bagus cuma harusnya nude tapi dr admin nya kasi tau nya warna 01 ga sesuai pdhl pen si ombre sm liptint gpp ttp bagus warna nya kok
N***c,thank you so much beautiful product good service
A***i,thank you......paket sudah sy terima dengan baikğŸ‘ğŸ™‚
Merie,tempatnya bagus keliatan mewah ada magnet nyA gitu
Eklesia,"aku beli yang flirt dan untuk kulitku yang tan tetep bagus! gak terlalu pucet, pas aja.. puas banget, bubble wrapnya jg tebel.. thank you â¤ï¸"
nutrisarijerukflorida,terima kasih. oke semuanya pokoknya
M***a,"Pengirimannya cepet banget, kyak baru checkout besoknya udah datang aja packingnya juga aman, dikasi bubble wrap dulu"
Yeti,warnanya cakep dan ringan di bibir
Nur,Nur
B***a,"kecepatan pengiriman sangat baik, warna sesuai gambar. bagus banget pokoknya top deh!"
D***a,"warnanya bagus, pengiriman cepat sekali dan aman"
Dien,"pengiriman cepat, warnanya oke sesuai sama review2 yg ada dan pigmented banget buat bibir saya yg hitam tp ini ga transfer proof di saya overall suka kok ğŸ‘"
S***a,"warnanya cantik bangetttt. jadi kepengen buat beli warna lainnya, soalnya emang bener bener sebagus ituu. thank you make over!"
Arti,Warna nya cantik pekingan jg sangat aman dan rapi pengiriman suuupeerrr cepat pokok nya puaaaasssğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°
M***d,Produk sesuai. Proses pengiriman cepat. Paket dikemas dengan rapi dan aman. Terima kasih
Eni,"barang sesuai, seller cepat respon, pengemasan aman.. , recomended untuk belanja lagi.. maturnuwun..ğŸ‘"
Fatimah,lipstiknya nyaman banget
Babyantika,Cocok di sy warnanya.
Stephanie,"kurang muda warnanya, over all ok"
N***h,woke banget..ğŸ‘
Babyantika,"Produk ok, tp yg 02 flirt trnyta pucet warnanya."
Fitria,awal aplikasi creamy banget. tapi lama2 jadi matte..
Hidayati,"suka bangett.. barangnya sampai dengan aman.. jasa pengirimannya jg cepat sampai, terimakasih"
dhea,pengirimannya cepet banget packing juga rapi warna nya cantik nude pink gitu makasii ğŸ˜Š
Y***i,Biasa aja dibibir aq. warna juga biasa... apa karna terbiasa pake produk N*x yah.. tapi tetap sy pakai kok...hihihihi
F***a,"pelayanan cepat, produk sesuai"
Redy,sangat puas sama produk make over.
A***a,"pengirimannya cepat, thank you make over :)"
Titin,terimakasih bagus banget
M***a,barang sudah sampai di tujuan. barang sesuai dengan pesanan. Terima kasih
Astika,puas banget dan pengiriman nya cepat
G***e,"Warnanya keliatan lebih terang dibanding di foto, tapi semoga cocok.."
Nur,Nur
A***e,Cakep banget ini Bibir aku kan termasuk bibir gelap warna undercover ini cocok banget ini hasil sekali swatch ya cantik deh pokoknya
Edowati,"kwalitas ,pengemasan pengiriman semua oke"
Alina,"ternyata warnanya gk sama dgn deskripsi, warnanya lbh tua, kecewa"
Galih,pelayanan toko sangat memuaskan.. brg yg sebelumnya tgl expired tidak sesuai dengan info di chat.. langsung di retur dan waktunya tidak sampai 1 minggu
Dewi,"Fast respon, packing rapi banget, bubble wrap tebal. luar biasa bangetttttttt. make over emang the best. lipstik bagus bgt. ringan banget di pake. kerennnnnnnnnn"
Dewie,tq yaaa brg cpt sampe dan sesuai pesanan. packing rapi pake dus dan bubblewrap walo cm beli satu. next order lagiiii
Wahyu,sampe dgn selamat alhamdulillah
F***n,"creamy banget.. dan sangat transfer. jd mesti di lap pake tisu dulu biar layer pertamanya hilang setelah itu lumayan awet sih. untuk warna kiss bang agak ngejreng merahnya di aku.. kurang cocok aja rasanya. Pengemasan rapi meskipun hanya beli 1 item lipstik. makasih seller. modelnya mewah, pake magnet. suka.. tapi kayaknya bibir saya jd agak gelap setelah pakai ini.. apa perasaan saya saja ya.."
Riyanti,"kwalitas ok,baru kemaren bli skrng dah bli lg,pengiriman cepet packingnya jg rapi g patah .."
Siti,warena nya tak persis di gambar tapi kualitas nya okay dari kemasan nya yang magnet dan berat sudah menandakan kalau merk lipstik nya berkualitas premium...so far puas beli dan next mau coba warna lain..
Ndaru,"gk pernah kcewa ,barang bagus"
Indira,haiiii saya suka warnanya cocok di bibir saya kode Scandal 05 .. Pengiriman cepat dan Fast Respon bgt Officeal Storenya .. thanks ya
Laksita,"puas banget pokoknya, kualitas oke dan pengiriman cepat."
kikis,cepat banget packing rapi juga....
Riyanti,"lipstiknya patah mungkin kurirnya yg kurang hati hati,tp gpp sudah bisa di benerin walaupu glepotan... pengiriman cepat hari ini pesan besok dateng..mksh"
Lia,"suka banget, ringan dibibir, gak lengket, ga bikin kering"
y***n,bagus warna nya
N***n,shade no 11 natural bgt nude gtu nyaman dibibir makasih make over mksh tokped ğŸ’ğŸ’
Dian,"pengiriman cepat, lipstik enak dipake, formula bagus tapi warnanya lebih terang dr pada gambar, digambar kayak ungu mauve aslinya warna peach"
R***a,"packing rapi, sesuai pesanan. terima kasih."
Akun,bagus ringan di bibir
Indah,"Gak kecewalah klo sama official store yak. beli 2 item diwaktu yg sama, tetep dipack satu2 pake bubble wrap plus kotak kardus. nyampenya cepet n admin responsif. Dapet harga flash sale lagi."
Juliana,"warnanya bagus, pengemasannya mantap pake dus n bubble wrap pdhl cuma pesen 1 aja."
Toeti,"Pengiriman cepat, produk favorit. Puas.. ğŸ‘"
ana,respon seller cepat sekali. pengiriman cepat
Yumrokatimmufiroh,"mantep deh pokoknya,"
W***i,W***i
I***n,baguss banget warnaya ğŸ˜˜ğŸ˜˜
M***y,lipsticknya lembut banget. Ringan di bibir. Warnanya juga keren ğŸ‘ğŸ‘
d***n,"lipmatte favorit karena ga bikin kering di bibir, cocok buat sehari hari, warna nya cakep banget dan pigmented, packing nya aman"
Emma,Bagus warna nya walaupun dikirim random tapi suka. thanks...
Nana,paket lipstik sudah sampai dengan aman dan selamat
N***h,"lipstiknya sesuai hatiku, pokoe recomended lah"
Ide,suka banget warna nya mwevvvvvaaaaahhhh
S***y,suka dg warnanya.... ğŸ‘
gina,lipsticknya bgus wrna sesuai than lama.pgirimannya cpt.
Meiti,"ini lipstik keren parah sih, pas pertama pake creamy, tapi lama"" jadi matte, dan ga berasa banget matte nya, syukak banget, plus kmren beli lagi flashsale ga masuk akal, aku dapet lipstik ini cuman 15rbuan aja ğŸ˜ğŸ˜ğŸ˜"
S***i,"Produk sesuai dgn pesanan, packing rapi pake burble, jd produk aman ...klo kualitas jgn diragux utk make over ini, sy sll pake , tks ya"
D***k,tekstur OK dan dpt harga flash sale 15Rb expired thn 2023
Y***i,Agak di luar dugaan sih genre warnanya .... blm dcoba beneran transferproof ato ga
S***a,"Pertama kali beli makeup lewat online udah degdeg ser cemas bgt takut ga sesuai bc gatau warna aslinya, tp ternyata setelah datang WAAAW bgt parahhhh ga nyesel samasekali malah makin cinta bc harganya lebih affordableğŸ˜˜ğŸ˜˜ğŸ˜˜ soon bakal beli lagi deh"
H***y,pengemasan nya baik pengiriman nya cepat makasih
arfandi,ok
Nia,kemasannya elegan.. dengan tambahan magnet jadi tidak mudah terbuka saat didalam tas...
T***k,"cepat pengiriman, barang bagus ğŸ‘ğŸ‘ğŸ‘"
Ivana,"too dark, di foto gambar nggak segelap iji, mungkin efek cahaya atau apa kali ya.. tapi jauh bgt bedanya di foto gambar warna charm muda bgt, makanya pesen, eh dtgnya warnanya tua.. pengirimam dan wraping, packing oke bgt, cuma kecewa di warna lipstick yg gak kayak fotonya aja"
F***a,warnanya cantiiik...pas bgt dibibir aq.next mau cb warna n varian yg lainğŸ˜„.diketerangannya ada tulisan transfer proof tp masih nempel dikitğŸ˜…
Echi,ya bagus aja dpt cashback gede pula. tp pas aplikasi garis2 bibir semakin nyata ya. ah ntahlah apa eike yg salah.
A***z,"bagus banget formulanya, udah beli 1 warna. ini beli langsung 2 warna lagi. atas tempatation, bawah bewitched"
Elisabeth,"Shade 03 (Allure). Pengalaman belanja di toko ini oke. Admin cukup responsif di tengah banyaknya customer jg mungkin. Kecepatan proses pengemasan baik, produk yg diterima sesuai. TrimsğŸ™ğŸ»"
Erny,suka ama produknya
Meiana,sukkkak
Anita,suka banget baguus.. pengiriman cepat
Chun,Chun
Nabila,lucuu bgttt sukaaa bgttt ğŸ˜ğŸ˜ğŸ˜ğŸ˜
Annisa,cantik bangeeettt
Nadia,kemerahaan haha
Fitrya,puas..warna nya meskipun lbh muda dr warna digambarnya tp bagus
naneu,warna bagus sekali..lembut dan pigmented..senang pakainya..cuma mudah patah..entah kenapa baru beberapa kali pakai sudah patah..sedih.. mungkinkah terjatuh..
Maudy,Maudy
M***i,"makasih yaaa pesanan sudah sampai, terimakasih bnyak"
Kartika,"barang sdh sampai. pengemasan baik, barang sesuai. terima kasih"
lia,"alhamdulillaah lipstiknya smpe,pengirimanya cpt bgt cuma sehari dr serang ke jakarta.lipstiknya bgs tp ko wrnanya bisa samaan y sm lipstik q yg wrdah edisi korea.tp gpp yg pnting bgs,thanx tokopedia.."
Tuti,sesuai pesanan .. makasih
Gisanna,"suka banget sama lipmatte creamnya, warnanya bagus, packagingnya elegant."
J***v,ini keren...
D***i,"no.2 yg flirt cocok bgt di bibir aku.. bisa utk base ombre juga ğŸ˜ pas lg disc & dpt potongan 10rb pula, thankyouu make over"
Carol,Cepat banget sampek nya. Warna bagus sesuai dengan ekspektasi aku! Thank you ğŸ™ğŸ»
A***p,saya pilih No. 1 charm. difoto terlohat warna beige atau coksu muda. aslinya pink seperti difoto saya. dipakenya enak siy. tp warna tdk sesuai ekspektasi.
Tigatiga,bagus banget
S***i,"packing nya bagus, dikirimnya cepat, dan lipsticknya bagus sekali, warna cantik, bahannya bagus di bibir"
Fitri,baik
Vivi,"Kondisi lipstick nya tdk semua mulus, ada beberapa yg spt foto ini. Karena kondisi packaging tdk ada seal/segel jadi khawatir apakah ini hygiene ? Apalagi dlm situasi pandemic Covid saat ini"
sofyan,cepat mantap
Dwi,"responnya cepat, kemasannya benar aman, dan barangnya Oke bgt. itu sy pakai adore no 11. sukaaaaaak bgt."
M***a,warna adore cantik bgtğŸ¥°
P***a,"produk dan warna bagus, packing rapi dan aman. Puass, harga terjangkau tp dapatnya jauh lebih dari itu. Toppp deh"
y***i,di kemas dengan sangat aman.
Melisa,produk original
Indriasih,"pengiriman cepat,warna lipstik masih agak ketuaan klo dibibir saya...tekstur nya lembut .ya ok lah trims ya"
intan,slalu puuuuuuaaaaasssss maaciiihhh
abi,baguuss bnageeettt...
Gabriella,so beautiful. i love the color.
I***a,Sudah pembelian kedua
Nur,Nur
Lala,"Pemrosesan dn pengiriman cepet banget. Produk jelas ori. Kemasan lipstick nya fancy banget, sukak. Pigmented, creamy, lembab dn ringan. Msih da transfer dkit si. Warnanya gak se orange yg aq byangin, msih da hint pink nya. Tp bagus kok."
vita,tks seller
Tya,"keren,trimakasih..."
Trie,Trie
Rizki,"alhamdulillah, pertama kali order memuaskan. Brg nyampe cepat (kurir udh langganan), brgnya bagus tdk ada masalah. expired msh lama, seller baik & ramah. insya Allah, bakal order lagi. recommended seller ğŸ‘ğŸ‘ğŸ‘"
M***a,"dgn packaging lipstiknya yg model magnet gitu bagus sih, murah tp ga murahan. ringan dibibir, enak dipakenya"
Komang,"pengiriman cepat, produk sesuai deskripsi..."
Endah,bagus bangeeett....asli tahan lama biar udh buat makan2 tp ga gampang ilang
Annisa,cepett bangett sampenyaa mantapp ğŸ‘ğŸ»ğŸ‘ğŸ»
Putri,Putri
Regina,cakep
Ulli,Baguuuusss bgt...
D***a,topp lah pokoknya
I***a,Wernanya lebih gelap dari gambar
O***i,"#NoEffect #MakeOver SUKA banget sama warna & tekstur lipsticknya, next bakal order lagi ğŸ˜ğŸ˜ love it pokoknya â¤â¤â¤"
Mita,baru mau nyobain. mudah2 an cocok
Sonhaji,alhamdulillah gak salah lilih warna.
D***n,mantep
Finta,"nggk transfer proof,selebih'a OK sesuai pesanan"
Alya,sampai dengan baiiik. warnanya ada hint orange gitu. masih bagus dikulit sawo matang
Maria,paket sdh di terima dg baik ..sungguhpun sampai nya lamaaa sekali..tapi brg nya bagus
F***a,warnanya pas.. sesuai selera aq... lgsg dipake dech
M***a,Kualitas produk sangat bagus. Packaging rapi dan aman. Pengiriman sangat cepat. Best!
Berly,Mantep banget deh pengiriman cepat dan aman.. ğŸ‘ğŸ¤©
a***a,Alhamdulillah sampai dengan aman tanpa kurang satu apapunğŸ˜ semoga lipstiknya bagus waktu dipakai tp bakal beneran bagus sih ini keluaran barunyağŸ˜ğŸ‘ğŸ»
N***a,syedih ga dapet bonus kaya yg lainnya.. ğŸ˜ kmrm semangat beli karena liat review dpt bonus ğŸ¤£
s***a,s***a
Meta,"Suka deh sama kemasannya, cantik dan elegant, semoga cocok dengan wajah saya yah, makasih kak... :)"
Novita,Novita
Arintawati,lipstiknya creamy banget tapi matte..tahan lama dan g cracky sama sekali...sukakğŸ˜
Tera,"suka, tp warnanya kurang bagus, keliatan b aja pdhl udh ngikutin review dr yt :')"
eti,puas bgt belanja ditoko ini
Wiwik,warnanya terang... pengiriman cepat sekali. packing aman
rinrin,rinrin
Ameliaputri,warna nya cakep
B***a,"sesuai pesanan, pengantaran cepat, packingan rapi dan savety goodğŸ‘"
m***i,"Puas banget dapat promo. Ekspired masih jauh. Pengiriman juga cepat. Warna lipstick cantik, tekstur mate tapi ga bikin bibir kering pecah2."
A***a,sumpah suka bgt ğŸ˜ğŸ˜
Sella,"pengiriman cepet banget, packingnya jga cepet, adminnya ramah. makasihh yaa !! sukak bangettt"
Yuda,barang relpic thx tokped dan seller
G***a,oke
Dewi,"baguss, bullet lips unik pk magnet, finishnya gloss di bibir â¤"
F***h,barang sesuai orderan pengiriman cepat terima kasih . . .
Y***i,"barang sudah diterima, terimakasih"
M***a,Makasih makeover dan tokped buat big sale nya senoga sering ada kaya gini ğŸ˜
Irni,mantaaap
Christine,Respon cepat. Packing rapi. Barangnya juga cepat sampai. Terima kasih! Recommended store!
G***y,"terima kasih, barang sudah sampai dengan kondisi yang baik. dikemas dengan baik, pakai kardus dan bubble wrap dan dapat bonus lip liner juga,senangnyaa.... Terima kasih"
D***n,okee gooodddd..
r***r,"cepet datengnya, warnanya soft....ada magneticnya otomatis tertutup...rapi"
Dewi,Wow.. Fast respon skali. Warna lbh tua dari gambar. Tapi Bagus. Kemasan jg Bagus. Packing aman. Thx Gan
Aprilia,"packing aman, barang original, tanggal kadaluarsa masih lama ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘"
T***a,"Baguss productnyaa, gausah diragukan lagiğŸ‘ŒğŸ»"
vita,"tiga hri sampe denpasar,mendarat dg selamat berkat packing yg baik..tks seller"
Detanti,Proses cepat. Warna bagus2 dan terasa ringan walau dilayer atau dicampur warna lain
P***i,cepet sampai langsung dipakai anak abegeh...malah justru cakeeeo bgt..trmrkh ya
Dyah,"Warna aslinya sedikit lebih tua ya dibanding di foto. ini yg varian FLIRT ya. Nyaman bgt ky berasa ga pakai lipstik, dan ga bikin bibir kering. Packaging lipstiknya bagus pake magnetğŸ˜ Pengiriman cepet bgt! packing super aman pake dus & bubble wrap."
Rayan,"bagus bgt seh ini lipstik ny, nggak trllu matte, tp nggak cepet ilang jg, nyaman dipake, nggak berat"
A***e,bagus bgt. cepat pengirimannya. lagi diskon lumayan bgttt
F***i,"bagus banget nget nget, warnanya cucok"
E***a,gercep & baguuuss
D***i,01 ga sesuai gambar say.. kecewa bgt.
Dru,bagus. suka
Zakiyul,mantap gan. terima kasih.
a***a,"Lipstik tapi finishnya matte gitu deh jadi tidak transferproof dan cepet ilang cuman yha oke lah buat ombre-ombre. Bonus foto bibir biar ga perlu pada nonton swatch youtube dulu. Ini shade Addicted, warna kulit aku medium yellow undertone."
I***i,warnanya bagus bgt
L***a,"orderan semua nya sesuai, pengemasan juga sangat rapih dan terjaga, sampai dengan cepat dan tanpa ada cacat thankssss"
Mahdunidhanumasyahid,"bagus, cepat sampai"
Yosita,sesuai pesanan. terimakasih
w***n,make over ga pernah salah!!!ğŸ¥°
Henny,Ok good
Karimah,cuma beli 1 tapi pakagingnyaa super safe makasii yaaaa
Hidayati,bagus...suka
r***r,"wadahnya keren, ada magnetnya gitu...warna belum dicoba pakai sih...."
Y***i,ok
I***a,mau nya sih bintang 10 ini super syuka..
ella,"paling lembut d antara k empat lipstick yg ku beli. dan ternyaman d antara merk lipstick yg pernah ku coba. 02 Flirt goresan ketiga pada tangan. pesanan benar semua. thanks ,seller."
A***h,syukaaa smuanya...ğŸ¥°
S***a,"pelayanannya ramah, pengiriman kilat, barangnya mantap, harganya pun oke bgttt! terima kasih banyak kak ğŸ’•"
Linawati,"fast respon, good seller, puas banget sama pelayanan dan produknya, top bgt"
E***a,"shade 08 addicted. warnanya nude natural agak pink, bagussss.. ke kulitku yg kuning langsat jatuhnya MLBB, bikin muka seger."
A***a,"Lipstiknya bagus, nggak bikin kering bibir, saya beli warna flirt, baby pink, cocok dipake sehari-hari. Kemasan lipstiknya keren, pake magnet, dan berkesan mewah."
Siti,Nice colour ğŸ‘ğŸ»
Debbie,warnanya beda bgt sama yg d gambar.. gelap. pelayanan ok. pengiriman ok.. cm kecewa lipstiknya di gambar sama aslinya beda bgt
N***n,packing rapi banget biar beli 1 ğŸ¤­
Fanni,no 11 adore. bagus natural di bibir warnanya
Novia,bagus
S***i,ğŸ˜
E***a,"Bagus banget warna nya, MLBB banget, teksturny nyaman dan ringan ga bikin bibir kering, sekali swatch langsung nutupin bibir gelapku, fix bakal dipake daily nih. Pengiriman juga cepet banget, tengkyu yaa"
Festi,"OMG Make Over you've done it again! Ini warnanya bagus banget! Formulanya super nyaman. Seri ini & Bloom Infinite Intense Matte Lip Cream the best banget sih! Pengiriman juga super cepat. Pesan malam, besok siangnya sudah sampai. Goks banget! â¤ï¸"
Namika,"Terima kasih atas Respon Penjual yg baik, Product yg sesuai(warna No.5 : Scandal = lebih gelap drpd yg d bayangkan ya...jadi cukuplah pakai'nya tipis2 ajağŸ˜Š)+ terima kasih juga atas pengiriman yg cepatğŸ™ğŸ»ğŸ˜Š"
H***a,the color is just perfect
Dyeno,Welldone Boss.. Semoga Lapaknya Laris dan Lancar Jaya..
Rury,bagus bgt bgt bkal langganan
Navigha,Cepet Banget cuma sayang salah shadeğŸ˜­
Siti,Pengiriman cepat ...
Elfin,bagus.. sesuai pesanan dan deskripsi pada produk.. terima kasih banyak....ğŸ¥°ğŸ˜ğŸ¥³
Silvia,mon maaf ya..ini napa warna referensi dan realnya bedanya jauhhh bgttttt..ud 3x beli lipstik merk Make over warna yg soft tp aslinya smua gelappp gelappp...pengiriman sich cepet bgttt..packing juga ketchee...
Adinda,luv this one â¤ï¸
Naomi,Naomi
Renny,"pengiriman cepat dan packingnya juga rapi. warnanya ok, cuma lipstiknya ternyata transferproof, tidak seperti yg ditulis di deskripsi (bisa dilihat transfernya pada foto)."
M***a,bagus lipstiknya. trimakasih
m***l,"paking nya rapi,barang aman sampai tujuan,respon cepat..."
Isa,bagus bgt warnanya. luv
Rizki,Rizki
Rayan,"barang udh smp, wrn ny aq suka"
lawra,lawra
N***i,"pengiriman cepat , wishlist dari lama baru kesampaian hehe dpate harga murmer krna dpat voucher diskon.. terima kasih Make Over"
A***a,"cepet banget sampainya, expired masi lama, tq seller"
Melcyana,"makasiiih..langsung kirim ga pake lama, warna sesuai order, exp masih lama, diskon jugaaa..lengkaaaap :)"
S***a,"packing sangat rapi, warnanya cakep"
Silvia,"stlh oles ke tangan kiri sy cb tepuk pk telapak kanan saya, nyeplak ya ke telapak yg kanan..artinya ke masker juga..brarti hrs beli yg khusus..yg gak transfer lipstiknya..klo type ini msh kyknya..jd hrs ditepuk2 pk tisu dulu br pk masker biar gak transfer ke masker lipstiknya"
Rachmawati,bagus warnanya
Longga,Longga
Longga,Longga
F***a,"Proses cepat, thx"
C***a,"bagus bangeet, gak bikin bibir kering. kalau untuk bibir yg gelap ini kurang cocok karna warna yg keluar jadi orange. tapi untuk produknya bagus bangeet. next order shade yg agak gelap nya deh"
Lia,Pengiriman andalan.. Produk original dan warnanya sesuai yg aku mau. . Cocok buat sehari2
V***a,"respon & pengiriman cepat, packing aman. warna cantik, cuma agak sedikit lebih gelap.. thanks seller ğŸ˜Š"
Sendy,lipstik favorit ..pengiriman jg cepat ..ğŸ˜˜
S***a,Puassss bangett.. Ga nyangkaa bakalan nyampe secepat ini.. Pokoknya mantulll
Risda,bagusss
Nissa,bagus
A***i,Lipstik nya oke bgt
khairul,terima kasih
w***i,puas n ori sekali barangnya
I***i,"sukaaa bangett sama warnanyağŸ˜„ pengirimannya cepet, packagingnya juga aman pake bubble wrap, kerdusnya gede mantap lah. terima kasih^^"
N***i,warna sangat2 beda dari katalog. lebih tua Â±3 tingkat dari warna aslinya. untung masih cocok di wajah ku.
Tania,nice
tizi,make over produk yg bagus..
Toppers32427214,barang sesuai pesanan.packing jg rapi n aman.makasih seller
Yuni,muantuuuulll
Yusnita,i absolutely loved the colors..... thx make over
Ika,"03 allure, ternyata masih agak muda, yg 12 magnet ok"
Alpi,Produk OK bngt
A***e,Sip... Okee...
Evi,"Mantap gaess, packing super rapihh ğŸ’ƒ"
Widya,Expired masih lama bagus
Dinar,"ternyata warna pink nya lebih terang dari foto di iklan, di luar ekspektasi hiks, kemasannya bagus kaya ada magnetnya gitu.,pengiriman Sampai 2 hari,btw tq reseller."
Stephanie,"packing tebal, barang bagus, pengiriman agak sedikit lama."
uji,"Pessn yang scandal tp yang dateng flirt tp gpp si, tapi sayang aja pengen nyoba yang scandal"
s***i,"produk bagus bangett ,makasih"
Kumala,"Bagus sekali, matte tp tdk kering di bibir."
Nurul,"suka bgt sama teksturnya yg gak bikin bibir kering, warnanya super cantik dan mudah di aplikasikan. love!"
Ade,Bagus bgt.. sukaaaa
R***a,"Puas bangettttt.... barangnya ori, bagus, ada diskon, ada cashback juga. Ya ampun ini toko terkeren sih. Luar biasa ğŸ˜"
v***a,very good! warnanya sesuai.. thanks make over!
buleee,Terima kasiiiiiih... bagusss sesuai dengan apa yang saya pesaaaan... â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸
Dian,pesanan sesuai suka banget pengiriman juga cepat
Irmania,bagusss bangettt
Nurul,"Superb sukaa banget bullet lipstik Make Over yg ini ğŸ¥° Uda diskon dapet potongan 20k, gratis ongkir pula dan OMG ini paket kurang dr 24 jam udah sampe di Sumedang dooong, pengiriman nya dr Tanggerang!!! Luar biasa emang Sicepat. Thankyou Make Over and Tokopedia ğŸ’•"
D***i,bagusss harga nya bagus jg produknya. warna malva sm adore hmpr mirip beda 1 tone aja guys. kedua nya cakepp bgt buat yg carii buat daily yaa
heni,Untuk kesekian x nya beli liptic disini warnanya sungguh menawan.. Terima Kasih
O***a,"bagus sih cm di bibir yg gelap dan kulit yg sawo mateng agak pucet jatuhnya, pas bgt hasilnya kalo di ombre sm yg hypnotic no 4. packing jg aman pake bubble wrap dan kardus."
O***a,"packingnya niat, buble wrap full, jadi aman. produknya memuaskan sukaaa banget."
h***i,sudah sampai.lgi pengiriman nya cepat bgt'' suka bgt sama warna nya enak di nibir gak bikin bibir kering... saking suka nya baru sampai paket langsung beli lagi hehe
Sendy,lipstiknya bagus
h***i,sudah sampe cepat bgt mksh ya ''
S***h,Puas bgt barangnya cpet sampai and no defect
Metanucci,in love with Make Over products!!!!!!!!â¤ï¸â¤ï¸â¤ï¸â¤ï¸
M***i,"Barang sampai dengan selamat tanpa ada kerusakan atau kekurangan. Warna Adore 11 Bagus di saya. Pengiriman sangat cepat, checkout sore sekitar mau Maghrib malemnya udah dikirim dong ğŸ˜­ Terbaik pokoknya.Bapak kurir baik."
heni,"Produk ok, smg cocok dipakai & tidak kering di bibir.. Terima kasih.."
Suci,Baguuus..
E***r,"warna lipstick 07, jatuhnya warna bibir glossy, cepet banget pengirimannya, dapet bonus masker... sipplahh"
L***a,tempat lipsticknya bagus. cepat sampainya.
R***a,"Bagus banget warnanya, suka."
Linda,"bagusss tp warna yg addicted no8 lebih ke pink"" gt"
Imee,"baguss, sukaa, mantulll ğŸ˜"
C***p,nice produk
A***a,"pesan malem, sore udah dateng..warnanya juga cantik ğŸ¥°ğŸ¥°"
Anne,"Duh MakeOver beneran bikin galau... cakep banget ini lipstick yg bisa setting matte.. syuka banget.. tapi sayangnya warna yg saya suka hanya 2 jenis, tapi its okay lah.. thank makeover!"
Dyah,"Apa deh, cepet bener nyampenyaaaaa. Hahaha. Order Minggu malem, kirain bakal sampe Slasa pagi, ga taunya Senin udh sampe. Hebat!! Produk MAKEOVER pertama nih, suka banget, utamanya yg Adore (#11). Tapi yg Charm (#1) jg lucu meski terlalu pink bwt warna kulitku. Tetep bakal dipake. Mattenya nyaman dipake, beneran gak bikin kering. 5star, jelas! Kapan2 bikin yg versi glossy/oily, ya. Trimakasih lagiiii. Sukses selalu!"
Zerahiah,Atas : Adore Bawah : temptation kereeennn warna nya cakep cakep... packaging bubble wrap n kardus... sampe nya cepet bgtttt... lipstik nya juga bagus tmpt nya pakai magnet dan berat... luxury bgt dhe...
